S.No.,Season,Episode,Utterance,Speaker,Start time,start_seconds,End time,end_seconds,Sentiment,Emotion Presented,Emotion Perceived
58,1,2,He wants to take my hard earned money.,Jeetu Bhaiyaa,03:02,182,03:04,184,Neutral,Neutral(sarcastic),Neutral
59,1,2,"You are so dramatic, Bhaiya.  ",Meenal,03:04,184,03:06,186,Neutral,Neutral,Neutral
60,1,2,Why shouldn't I be?,Jeetu Bhaiyaa,03:06,186,03:07,187,Neutral,Neutral,Neutral
61,1,2,I wasn't the Governor of Dramatics society IIT Kharagpur for nothing.,Jeetu Bhaiyaa,03:08,188,03:11,191,Neutral,Neutral,Neutral
62,1,2,Let's resume. ,Jeetu Bhaiyaa,03:12,192,03:13,193,Neutral,Neutral,Neutral
63,1,2,A beautiful damsel.,Jeetu Bhaiyaa,03:14,194,03:15,195,Neutral,Neutral,Neutral
64,1,2," Yes, sir. ",Uday,03:15,195,03:16,196,Positive,Joy,Neutral
65,1,2, Yes! ,Jeetu Bhaiyaa,03:16,196,03:17,197,Neutral,Neutral(sarcastic),Neutral
66,1,2,Now you're all awake.. at the mention of 'damsel'.,Jeetu Bhaiyaa,03:17,197,03:20,200,Neutral,Neutral(sarcastic),Neutral
67,1,2,"Are the patties fresh, brother? ",Vaibhav,03:57,237,03:58,238,Neutral,Neutral,Neutral
68,1,2, Certainly.,Shopkeeper,03:58,238,03:59,239,Neutral,Neutral,Neutral
69,1,2, Give me one.,Vaibhav,04:00,240,04:01,241,Neutral,Neutral,Neutral
70,1,2,You are foregoing food for patties? ,Meena,04:28,268,04:30,270,Neutral,Surprise,Anger
71,1,2,It is not food.,Vaibhav,04:31,271,04:32,272,Negative,Anger,Neutral
72,1,2, It is bullcrap!,Vaibhav,04:32,272,04:33,273,Negative,Anger,Disgust
73,1,2,Just a week away from home and you've turned foul-mouthed. ,Meena,04:34,274,04:36,276,Neutral,Neutral,Neutral
74,1,2,Bullcrap is not a cuss word.,Uday,04:37,277,04:38,278,Neutral,Neutral,Neutral
75,1,2,It's a body product.  ,Uday,04:39,279,04:40,280,Neutral,Neutral,Neutral
76,1,2,Fertilizer. ,Uday,04:40,280,04:41,281,Neutral,Neutral,Neutral
77,1,2,Agarwal sir used to utter it even in classroom.,Uday,04:41,281,04:43,283,Neutral,Neutral,Neutral
78,1,2,Give me pickle.,Uday,04:43,283,04:44,284,Neutral,Neutral,Neutral
79,1,2,Carry on. ,Uday,04:44,284,04:45,285,Neutral,Neutral,Anger
80,1,2,"Uday,",Meena,04:45,285,04:46,286,Negative,Anger,Neutral
81,1,2," rather than learning hard work, discipline.. ..and punctuality, you choose to learn cuss words from Agarwal sir.",Meena,04:46,286,04:51,291,Negative,Anger,Neutral
82,1,2,And you... Munching patties all the time.  ,Meena,04:51,291,04:53,293,Negative,Anger,Neutral
83,1,2,You'll grow weaker if you skip meals.,Meena,04:53,293,04:55,295,Neutral,Neutral,Neutral
84,1,2,If you grow weak you fall ill.,Meena,04:55,295,04:57,297,Neutral,Neutral,Neutral
85,1,2,And the children who fall ill within the first week..  ,Meena,04:57,297,04:59,299,Neutral,Neutral,Neutral
86,1,2,..are taken back home by their parents.,Meena,04:59,299,05:00,300,Neutral,Neutral,Neutral
87,1,2,And they never make it to IIT.,Meena,05:01,301,05:03,303,Neutral,Neutral,Neutral
88,1,2,"Meena, I will fall ill even if I eat this food. ",Vaibhav,05:03,303,05:07,307,Neutral,Neutral,Neutral
89,1,2,This is so oily.,Vaibhav,05:08,308,05:09,309,Negative,Anger,Neutral
90,1,2,Is oil free or what? ,Vaibhav,05:09,309,05:10,310,Negative,Anger,Fear
91,1,2,Speak softly. ,Uday,05:10,310,05:11,311,Negative,Fear,Neutral
92,1,2,If Chandru hears then we'll get mixed vegetables of all the gourds for dinner.,Uday,05:11,311,05:14,314,Negative,Fear,Neutral
93,1,2,Including bitter gourd. ,Uday,05:14,314,05:15,315,Negative,Fear,Neutral
94,1,2,Still drinking Bisleri?,Meena,05:19,319,05:21,321,Neutral,Surprise,Neutral
95,1,2,Meena.Not Bisleri.Aquafina.,Uday,05:21,321,05:23,323,Neutral,Neutral,Neutral
96,1,2,It's all the Bisleri's are the same. ,Meena,05:23,323,05:25,325,Neutral,Neutral,Neutral
97,1,2, Why are you squandering money? ,Meena,05:25,325,05:27,327,Neutral,Neutral,Neutral
98,1,2,Drink this.,Meena,05:27,327,05:28,328,Neutral,Neutral,Neutral
99,1,2,The mess does not make the water.  ,Meena,05:28,328,05:30,330,Neutral,Neutral,Neutral
100,1,2,My thirst doesn't get quenched by this water.,Vaibhav,05:30,330,05:32,332,Neutral,Neutral,Neutral
101,1,2,It is salty.,Vaibhav,05:33,333,05:34,334,Neutral,Neutral,Neutral
102,1,2,The Chambal water..   ,Uday,05:34,334,05:35,335,Neutral,Neutral,Anger
103,1,2,Is hard.,Uday,05:35,335,05:36,336,Neutral,Neutral,Anger
104,1,2,Is hard.,Vaibhav,05:35,335,05:36,336,Negative,Anger,Surprise
105,1,2,I know. ,Vaibhav,05:37,337,05:38,338,Negative,Anger,Surprise
106,1,2,I've been hearing this for the past week.,Vaibhav,05:38,338,05:40,340,Negative,Anger,Neutral
107,1,2,"Look, if you don't eat well you won't be able to concentrate. ",Meena,05:43,343,05:47,347,Neutral,Neutral,Neutral
108,1,2,Then you won't be able to study long.,Meena,05:47,347,05:49,349,Neutral,Neutral,Neutral
109,1,2,As it is you are facing so many complexities why invite a new one.,Meena,05:49,349,05:52,352,Neutral,Neutral,Neutral
110,1,2," Look, if you drink more of this you will spend more money..",Meena,05:53,353,05:55,355,Neutral,Neutral,Neutral
111,1,2,..if you drink less you will be constipated. ,Meena,05:55,355,05:57,357,Neutral,Neutral,Neutral
112,1,2,I already am.,Vaibhav,05:58,358,05:59,359,Neutral,Neutral,Surprise
113,1,2,You couldn't empty your bowels even today? ,Meena,06:02,362,06:04,364,Neutral,Surprise,Disgust
114,1,2,What kind of conversation is this for the dining table?,Uday,06:07,367,06:09,369,Negative,Disgust,Anger
115,1,2,Wonderful! ,Meena,06:09,369,06:10,370,Negative,Anger,Neutral
116,1,2,When you called this delicious food a body product.. ,Meena,06:10,370,06:12,372,Negative,Anger,Neutral
117,1,2,..was the conversation good then!?,Meena,06:12,372,06:13,373,Negative,Anger,Neutral(embarrass)
118,1,2,You couldn't empty your bowels?,Meena,06:17,377,06:18,378,Neutral,Neutral,Neutral
119,1,2,Are you going empty it for him?,Uday,06:26,386,06:27,387,Negative,Anger,Neutral
120,1,2,Uday!   ,Vaibhav,07:25,445,07:26,446,Neutral,Neutral,Neutral
121,1,2,Let's go for some tea.Come.,Vaibhav,07:26,446,07:27,447,Neutral,Neutral,Neutral
122,1,2,"Oh, Shivangi! ",Uday,07:27,447,07:28,448,Neutral,Neutral,Neutral
123,1,2,You bite so hard.,Uday,07:29,449,07:31,451,Neutral,Neutral,Disgust
124,1,2,Raunchy! ,Uday,07:32,452,07:34,454,Negative,Disgust,Neutral
125,1,2,Meena.,Vaibhav,07:36,456,07:37,457,Neutral,Neutral,Neutral
126,1,2,Let's go for a tea.,Vaibhav,07:38,458,07:39,459,Neutral,Neutral,Neutral
127,1,2,It isn't 5:30 as yet. ,Meena,07:44,464,07:46,466,Neutral,Neutral,Neutral
128,1,2,Have you finished the sheet?,Meena,07:46,466,07:48,468,Neutral,Neutral,Neutral
129,1,2," Yes, I've completed up to 35.",Vaibhav,07:48,468,07:50,470,Neutral,Neutral,Surprise
130,1,2,You completed 35?  ,Meena,07:51,471,07:52,472,Neutral,Surprise,Neutral
131,1,2,You did it very fast.,Meena,07:54,474,07:55,475,Neutral,Neutral,Neutral
132,1,2,I am still on the 30th.,Meena,07:55,475,07:56,476,Neutral,Neutral,Neutral
133,1,2,Why don't you complete it? ,Meena,07:57,477,07:58,478,Neutral,Neutral,Neutral
134,1,2,It will be done by 5:30.,Meena,07:58,478,07:59,479,Neutral,Neutral,Neutral
135,1,2,How do you guys manage to sit for so long? ,Vaibhav,08:17,497,08:19,499,Neutral,Neutral,Neutral
136,1,2,I get tired in a little while. ,Vaibhav,08:20,500,08:22,502,Neutral,Neutral,Neutral
137,1,2,Don't say that.,Meena,08:23,503,08:24,504,Neutral,Neutral,Neutral
138,1,2,Even yesterday you didn't finish the homework.,Meena,08:24,504,08:25,505,Neutral,Neutral,Neutral
139,1,2," If you leave it today as well, it's bound to pile up.",Meena,08:25,505,08:28,508,Neutral,Neutral,Neutral
140,1,2,I am not up to it. ,Vaibhav,08:30,510,08:31,511,Neutral,Neutral,Neutral
141,1,2,Then try to read the theory.,Meena,08:33,513,08:34,514,Neutral,Neutral,Neutral
142,1,2, Utilize your time.,Meena,08:34,514,08:35,515,Neutral,Neutral,Neutral
143,1,2,I don't feel like it now. ,Vaibhav,08:37,517,08:38,518,Neutral,Neutral,Neutral
144,1,2,This is what I've been trying to explain to you for so long.,Meena,08:39,519,08:40,520,Neutral,Neutral,Neutral
145,1,2,You know what. ,Meena,08:42,522,08:43,523,Neutral,Neutral,Neutral
146,1,2, Read Flamingo for now.,Meena,08:45,525,08:47,527,Neutral,Neutral,Neutral
147,1,2,It's a light read and will prepare you for boards too.,Meena,08:47,527,08:49,529,Neutral,Neutral,Neutral
148,1,2,Take it. ,Meena,08:50,530,08:51,531,Neutral,Neutral,Neutral
149,1,2,It contains stories.,Meena,08:51,531,08:53,533,Neutral,Neutral,Neutral
150,1,2,A monkey is pulling down an object through a pulley.,Meena,08:59,539,09:03,543,Neutral,Neutral,Neutral
151,1,2,Another monkey is pulling the first monkey's tail.,Meena,09:03,543,09:08,548,Neutral,Neutral,Neutral
152,1,2,Since it is pulling his tail it is bound to create tension.,Meena,09:09,549,09:12,552,Neutral,Neutral,Neutral
153,1,2,Vaibhav! ,Meena,09:24,564,09:25,565,Neutral,Neutral,Neutral
154,,,Vaibhav! ,Meena,09:26,566,09:27,567,Neutral,Neutral,Neutral
155,1,2,Your symptoms do not appear right to me at all.,Meena,09:29,569,09:30,570,Neutral,Neutral,Neutral
156,1,2,You need the guidance of someone wise.,Meena,09:31,571,09:33,573,Neutral,Neutral,Neutral
157,1,2,Who?,Vaibhav,09:36,576,09:37,577,Neutral,Neutral,Neutral
158,1,2, A counselor.,Meena,09:37,577,09:38,578,Neutral,Neutral,Anger
159,1,2,Psychiatrist?  ,Vaibhav,09:43,583,09:44,584,Negative,Anger,Neutral
160,1,2,Counselor?,Vaibhav,09:46,586,09:47,587,Negative,Anger,Neutral
161,1,2,Like hell!,Vaibhav,09:47,587,09:49,589,Negative,Anger,Surprise
162,1,2,Is this a mental problem?  ,Vaibhav,09:49,589,09:50,590,Negative,Anger,Surprise
163,1,2,Am I depressed?,Vaibhav,09:50,590,09:51,591,Negative,Anger,Surprise
164,1,2,Do I have anxiety? ,Vaibhav,09:51,591,09:52,592,Negative,Anger,Surprise
165,1,2,Am I suicidal? ,Vaibhav,09:52,592,09:53,593,Negative,Anger,Surprise
166,1,2,Have I lost my mind that I need a counselor?,Vaibhav,09:53,593,09:55,595,Negative,Anger,Surprise
167,1,2,"And anyways, ",Vaibhav,09:57,597,09:58,598,Negative,Anger,Surprise
168,1,2,half the counselors here are frauds. ,Vaibhav,09:59,599,10:01,601,Negative,Anger,Surprise
169,,,I don't need anybody.,Vaibhav,10:02,602,10:03,603,Negative,Anger,Surprise
170,1,2,"You need Alprozolam, which is good for your sleep.. ",Shivangi,10:05,605,10:08,608,Neutral,Neutral,Neutral
171,1,2,..and can restore the balance of serotonin and dopamine in your body.,Shivangi,10:08,608,10:11,611,Neutral,Neutral,Neutral
172,1,2,And Lactulose for your constipation problems. ,Shivangi,10:11,611,10:13,613,Neutral,Neutral,Neutral
173,1,2,Pay the fees outside.,Shivangi,10:15,615,10:16,616,Neutral,Neutral,Neutral
174,1,2,"You do know that you are not a Doctor, right? ",Vaibhav,10:17,617,10:20,620,Neutral,Neutral(sarcastic),Neutral
175,1,2,Just because I wore a coat instead of an apron..,Shivangi,10:21,621,10:23,623,Negative,Anger,Neutral
176,1,2,"..and my handwriting is not good, does it mean I am not a Doctor?",Shivangi,10:23,623,10:25,625,Negative,Anger,Neutral
177,1,2,Because you don't have a license. ,Vaibhav,10:25,625,10:27,627,Neutral,Neutral,Neutral
178,1,2,Why have you worn this lab coat?,Uday,10:27,627,10:28,628,Neutral,Neutral,Neutral
179,1,2,Don't dress for the job you have. ,Shivangi,10:29,629,10:31,631,Neutral,Neutral,Neutral
180,1,2,Dress for the job you want. ,Shivangi,10:31,631,10:33,633,Neutral,Neutral,Neutral
181,1,2,Vaibhav.,Meena,10:33,633,10:34,634,Neutral,Neutral,Neutral
182,1,2,I know what you need.,Meena,10:35,635,10:37,637,Neutral,Neutral,Neutral
183,1,2,Radha Krishna temple.,Meena,10:45,645,10:46,646,Neutral,Neutral,Neutral
184,1,2,All your prayers are answered over here.,Meena,10:46,646,10:49,649,Neutral,Neutral,Neutral
185,1,2,Take this.Write it nicely with a clean heart.,Meena,10:50,650,10:52,652,Neutral,Neutral,Neutral
186,1,2," It is mathematically impossible, Meena.",Vaibhav,10:54,654,10:56,656,Neutral,Neutral,Neutral
187,1,2,There aren't as many seats in IIT as the number of prayers here. ,Vaibhav,10:58,658,11:01,661,Neutral,Neutral,Neutral
188,1,2,"What is this, Meena?",Uday,11:02,662,11:03,663,Neutral,Neutral,Neutral
189,1,2,Why did you have to bring us here? ,Uday,11:03,663,11:05,665,Neutral,Neutral,Neutral
190,1,2,Help me. ,Uday,11:06,666,11:07,667,Neutral,Neutral,Neutral
191,1,2,Are you crazy?,Vaibhav,11:07,667,11:08,668,Neutral,Neutral,Neutral
192,1,2,It was needed.  ,Uday,11:14,674,11:15,675,Neutral,Neutral,Neutral
193,1,2,But not from anybody.,Uday,11:16,676,11:17,677,Neutral,Neutral,Neutral
194,1,2,A loved one.,Uday,11:18,678,11:19,679,Neutral,Neutral,Neutral
195,1,2,Someone who would empathize.   ,Uday,11:19,679,11:20,680,Neutral,Neutral,Neutral
196,1,2,Someone who has faced this himself.,Uday,11:20,680,11:21,681,Neutral,Neutral,Neutral
197,1,2,"So, he told me about you.",Uday,11:21,681,11:23,683,Neutral,Neutral,Neutral
198,1,2,That's why I brought him here.,Uday,11:23,683,11:24,684,Neutral,Neutral,Neutral
199,1,2,"Did the right thing, didn't I? ",Uday,11:24,684,11:26,686,Neutral,Neutral,Neutral
200,1,2,Absolutely.,Piyush,11:28,688,11:29,689,Neutral,Neutral,Neutral
201,1,2,You certainly are wise.  ,Uday,11:30,690,11:31,691,Neutral,Neutral,Neutral
202,1,2,"Ofcouse, he is in Maheshwari.",Uday,11:32,692,11:33,693,Neutral,Neutral,Neutral
203,1,2,Piyush.,Vaibhav,11:34,694,11:35,695,Neutral,Neutral,Neutral
204,1,2,"You tell me how you managed, bro. ",Vaibhav,11:36,696,11:38,698,Neutral,Neutral,Neutral
205,1,2,"My food, drink, potty and sleep, everything is out of order.",Vaibhav,11:39,699,11:43,703,Neutral,Neutral,Neutral
206,1,2,How did you get my address? ,Piyush,11:46,706,11:48,708,Neutral,Surprise,Neutral
207,1,2,From your parents..,Uday,11:48,708,11:50,710,Neutral,Neutral,Neutral
208,1,2, ..because you weren't answering my phone.,Uday,11:50,710,11:51,711,Neutral,Neutral,Neutral
209,1,2,"Smart, right? ",Uday,11:51,711,11:52,712,Neutral,Neutral,Neutral
210,1,2,"Again, my idea. ",Uday,11:52,712,11:53,713,Neutral,Neutral,Neutral
211,1,2,Very nice.,Piyush,11:54,714,11:55,715,Neutral,Neutral,Neutral
212,1,2,I won't take up much of your time.  ,Vaibhav,11:57,717,11:58,718,Neutral,Neutral,Neutral
213,1,2,I understand the pressure from Maheshwari.,Vaibhav,11:59,719,12:01,721,Neutral,Neutral,Neutral
214,1,2,Just share with me any coping mechanism.,Vaibhav,12:01,721,12:04,724,Neutral,Neutral,Neutral
215,1,2,I am not able to handle it. ,Vaibhav,12:04,724,12:06,726,Neutral,Neutral,Neutral
216,1,2,"A friend in need is a friend indeed, right?",Meena,12:06,726,12:09,729,Neutral,Neutral,Neutral
217,1,2,"Isn't that right, brother?",Meena,12:10,730,12:11,731,Neutral,Neutral,Neutral
218,1,2,You did the right thing coming here? ,Piyush,12:17,737,12:19,739,Neutral,Neutral,Neutral
219,1,2,Ain't that true?,Vaibhav,12:19,739,12:20,740,Neutral,Neutral,Neutral
220,1,2,Thank you.,Vaibhav,12:20,740,12:21,741,Neutral,Neutral,Neutral
221,1,2, You did the right thing..,Piyush,12:21,741,12:22,742,Neutral,Neutral,Neutral
222,1,2,..because even I am unable to handle it.,Piyush,12:23,743,12:26,746,Negative,Sadness,Surprise
223,1,2,It seems even Piyush is constipated. ,Meena,12:29,749,12:31,751,Neutral,Neutral,Neutral
224,1,2,"This is something else, Meena.",Uday,12:32,752,12:33,753,Neutral,Neutral,Neutral
225,1,2,"What's the matter, bro? ",Vaibhav,12:34,754,12:35,755,Neutral,Surprise,Anger
226,1,2,I am not in Maheshwari.,Piyush,12:35,755,12:37,757,Negative,Anger,Surprise
227,1,2, I've been taking individual lessons for the past six months.,Piyush,12:37,757,12:40,760,Negative,Anger,Surprise
228,1,2,"My suspicion turned out right, Meena.",Uday,12:41,761,12:42,762,Neutral,Neutral,Neutral
229,1,2," Didn't I tell you, what is a 'Maheshwari' boy doing in Talwandi instead of Vigyan Nagar.",Uday,12:43,763,12:47,767,Neutral,Neutral,Neutral
230,1,2,I don't understand. ,Vaibhav,12:47,767,12:48,768,Neutral,Surprise,Neutral
231,1,2,What are you saying? ,Vaibhav,12:48,768,12:49,769,Neutral,Surprise,Anger
232,1,2,Dad got me admitted using influence..,Piyush,12:49,769,12:52,772,Negative,Anger,Surprise
233,1,2,..but when the batch was shuffled after the first test.. ,Piyush,12:53,773,12:55,775,Negative,Anger,Surprise
234,1,2,..I ended up in the last batch. ,Piyush,12:55,775,12:57,777,Negative,Anger,Surprise
235,1,2,The next time I was the last student in that batch as well.,Piyush,12:57,777,13:00,780,Negative,Anger,Surprise
236,1,2,Then I had to leave Maheshwari and opt for individual coaching. ,Piyush,13:01,781,13:04,784,Negative,Anger,Anger
237,1,2,I see.,Vaibhav,13:05,785,13:06,786,Negative,Anger,Neutral
238,1,2,"That's why you wouldn't return my calls, you rascal.",Vaibhav,13:06,786,13:08,788,Negative,Anger,Neutral
239,1,2,"So sorry, brother.",Piyush,13:11,791,13:12,792,Neutral,Neutral,Anger
240,1,2, Get lost! ,Vaibhav,13:12,792,13:13,793,Negative,Anger,Neutral
241,1,2,How could I tell you? ,Piyush,13:13,793,13:15,795,Neutral,Neutral,Neutral
242,1,2,Dad has bragged all over Itarsi..,Piyush,13:15,795,13:17,797,Negative,Anger,Neutral
243,1,2,..that I am in Maheshwari.  ,Piyush,13:17,797,13:19,799,Negative,Anger,Neutral
244,1,2,Ya.,Vaibhav,13:19,799,13:20,800,Neutral,Neutral,Neutral
245,1,2,He does brag alot.,Vaibhav,13:21,801,13:22,802,Neutral,Neutral,Neutral
246,1,2,He told all of Itarsi that I didn't get admitted to Maheshwari. ,Piyush,13:22,802,13:25,805,Neutral,Neutral,Neutral
247,1,2,All of Itarsi feels I will surely get admitted to IIT.,Piyush,13:25,805,13:28,808,Negative,Anger,Neutral
248,1,2,Yes.  ,Vaibhav,13:28,808,13:29,809,Neutral,Neutral,Neutral
249,1,2, All of us feel that way.,Vaibhav,13:29,809,13:30,810,Neutral,Neutral,Neutral
250,1,2,Yes.,Vaibhav,13:30,810,13:31,811,Neutral,Neutral,Neutral
251,1,2,I was baffled as to how he soared so suddenly.,Vaibhav,13:31,811,13:33,813,Neutral,Neutral,Neutral
252,1,2,I hope your family knows.   ,Vaibhav,13:36,816,13:37,817,Neutral,Neutral,Fear
253,1,2,"No, buddy.",Piyush,13:37,817,13:38,818,Negative,Fear,Surprise
254,1,2,No?,Piyush,13:38,818,13:39,819,Neutral,Surprise,Neutral
255,1,2, Last time when I went home for Diwali..,Piyush,13:39,819,13:41,821,Neutral,Neutral,Neutral
256,1,2,..I had planned on disclosing everything and end the matter,Piyush,13:41,821,13:44,824,Neutral,Neutral,Neutral
257,,, but..,Piyush,13:44,824,13:45,825,Neutral,Neutral,Surprise
258,1,2, But?,Vaibhav,13:45,825,13:46,826,Neutral,Surprise,Neutral
259,1,2,For the first time in my life Neha called.  ,Piyush,13:49,829,14:52,892,Neutral,Neutral,Surprise
260,1,2,Neha Purohit?,Vaibhav,13:52,832,13:53,833,Neutral,Surprise,Neutral
261,1,2,Yes. ,Piyush,13:53,833,13:54,834,Neutral,Neutral,Neutral
262,1,2,You know her younger sister.,Piyush,13:54,834,13:55,835,Neutral,Neutral,Surprise
263,1,2,Shilpa?  ,Vaibhav,13:55,835,13:56,836,Neutral,Surprise,Neutral
264,1,2,Yes.,Piyush,13:55,835,13:56,836,Neutral,Neutral,Neutral
265,1,2,She was thinking of IIT herself and needed tips from me.,Piyush,13:56,836,13:59,839,Neutral,Neutral,Neutral
266,1,2, So both of them came to my place.,Piyush,14:00,840,14:01,841,Neutral,Neutral,Surprise
