S.No.,Season,Episode,Utterance,Speaker,Start time,start_seconds,End time,end_seconds,Sentiment,Emotion presented,Emotion perceived
59,1,1,"There was a time when Mr.Agarwal used to rule, sir.",Auto driver,06:56,416,07:00,420,Neutral,Neutral,Neutral
60,1,1,"There may be many dons today, but he is the only true Godfather. ",Auto driver,07:01,421,07:04,424,Neutral,Neutral,Neutral
61,1,1,This Jurassic park was established by him.,Auto driver,07:05,425,07:08,428,Neutral,Neutral,Neutral
62,1,1,His name may not be Corleone,Auto driver,07:08,428,07:10,430,Neutral,Neutral,Neutral
63,1,1, but he is Godfather to all.,Auto driver,07:11,431,07:13,433,Neutral,Neutral,Neutral
64,1,1,He is called the Stephen Hawkins of Kota.   ,Auto driver,07:14,434,07:16,436,Neutral,Neutral,Neutral
65,1,1,Not Hawkins.,Vaibhav,07:17,437,07:18,438,Neutral,Neutral,Neutral
66,1,1,Hawking.,Vaibhav,07:18,438,07:19,439,Neutral,Neutral,Neutral
67,1,1,Huh? ,Auto driver,07:19,439,07:19,439,Neutral,Neutral,Neutral
68,1,1, Hawking. ,Vaibhav,07:19,439,07:20,440,Neutral,Neutral,Neutral
69,1,1,King.,Vaibhav,07:20,440,07:21,441,Neutral,Neutral,Neutral
70,1,1,"Yes, yes.He is the king.",Auto driver,07:21,441,07:22,442,Neutral,Neutral,Neutral
71,1,1,His own children may not have made it to IIT.. ,Auto driver,07:23,443,07:25,445,Neutral,Neutral,Neutral
72,1,1,..but he has got thousands of others through.,Auto driver,07:26,446,07:29,449,Neutral,Neutral,Neutral
73,1,1,Though he couldn't walk by himself but has helped lakhs run their household.,Auto driver,07:29,449,07:32,452,Neutral,Neutral,Neutral
74,1,1," Sir, its because of him every other house in the city has a PG..",Auto driver,07:33,453,07:37,457,Neutral,Neutral,Neutral
75,1,1,..and a mess at every corner. ,Auto driver,07:37,457,07:39,459,Neutral,Neutral,Neutral
76,1,1, And it has to be.,Auto driver,07:39,459,07:40,460,Neutral,Neutral,Neutral
77,1,1,As every year more than 2 lakh students come here.,Auto driver,07:41,461,07:44,464,Neutral,Neutral,Neutral
78,1,1,Toss a stone blindly.. ,Auto driver,07:44,464,07:46,466,Neutral,Neutral,Neutral
79,1,1,..it's bound to hit a student. ,Auto driver,07:46,466,07:48,468,Neutral,Neutral,Neutral
80,1,1,Hey!,Auto driver,07:48,468,07:48,468,Neutral,Neutral,Neutral
81,1,1,But don't toss one. ,Auto driver,07:48,468,07:49,469,Neutral,Neutral,Surprise
82,1,1,"This is not a city, sir.  ",Auto driver,07:51,471,07:53,473,Neutral,Neutral,Neutral
83,1,1,But rather a very big hostel.,Auto driver,07:54,474,07:55,475,Neutral,Neutral,Neutral
84,1,1,Here the battle is not whether an institute could post the solutions or not,Auto driver,07:56,476,08:00,480,Neutral,Neutral,Neutral
85,1,1,"But instead, which institute did it first.",Auto driver,08:01,481,08:05,485,Neutral,Neutral,Neutral
86,1,1,"Everyone here is crazy, sir. ",Auto driver,08:06,486,08:08,488,Neutral,Neutral,Neutral
87,1,1,Everywhere there is discourse.. ,Auto driver,08:08,488,08:11,491,Neutral,Neutral,Neutral
88,1,1,..about which institute charged fees from the topper..,Auto driver,08:11,491,08:13,493,Neutral,Neutral,Neutral
89,1,1,..which institute really educated him..,Auto driver,08:13,493,08:16,496,Neutral,Neutral,Neutral
90,1,1, ..and which one simply bought off his rank.,Auto driver,08:16,496,08:17,497,Neutral,Neutral,Neutral
91,1,1, Which teacher was poached by whom?,Auto driver,08:18,498,08:21,501,Neutral,Neutral,Neutral
92,1,1,Which faculty quit to start on his own? ,Auto driver,08:21,501,08:24,504,Neutral,Neutral,Neutral
93,1,1,And who in turn is quitting his institute?,Auto driver,08:24,504,08:26,506,Neutral,Neutral,Neutral
94,1,1,Study a little! ,Auto driver,08:26,506,08:28,508,Negative,Anger,Anger
95,1,1,"Focus on your driving, brother. ",Vaibhav's father,08:29,509,08:30,510,Negative,Anger,Neutral
96,1,1,It is a kind of 'Big Boss' running here.,Auto driver,08:30,510,08:33,513,Neutral,Neutral,Neutral
97,1,1,Do you watch Big boss? ,Auto driver,08:34,514,08:35,515,Neutral,Neutral,Neutral
98,1,1,"Yes, I do. ",Vaibhav,08:35,515,08:36,516,Neutral,Neutral,Neutral
99,1,1,Nobody watches it here. ,Auto driver,08:36,516,08:37,517,Neutral,Neutral,Surprise
100,1,1,This is the only city in India..,Auto driver,08:38,518,08:40,520,Neutral,Neutral,Neutral
101,1,1,..where Nokia dominates Samsung.,Auto driver,08:41,521,08:45,525,Neutral,Neutral,Neutral
102,1,1,"If I must add, sir.. ",Auto driver,08:47,527,08:49,529,Neutral,Neutral,Neutral
103,1,1,..all the students who come here may not get selected..,Auto driver,08:50,530,08:53,533,Neutral,Neutral,Neutral
104,1,1,..but a student who doesn't get selected from here.. ,Auto driver,08:54,534,08:56,536,Neutral,Neutral,Neutral
105,1,1,..was never meant to be.,Auto driver,08:57,537,08:59,539,Neutral,Neutral,Neutral
106,1,1,Get your work done.,Auto driver,09:29,569,09:30,570,Neutral,Neutral,Neutral
107,1,1, I'll wait.,Auto driver,09:30,570,09:31,571,Neutral,Neutral,Neutral
108,1,1,Yes.  ,Deepak sir,09:40,580,09:41,581,Neutral,Neutral,Neutral
109,1,1,"It's done, sir. ",Deepak sir,09:41,581,09:42,582,Neutral,Neutral,Surprise
110,1,1,Sure?,Vaibhav's father,09:42,582,09:43,583,Neutral,Neutral,Neutral
111,1,1,"We will get it done, sir.",Deepak sir,09:43,583,09:45,585,Neutral,Neutral,Neutral
112,1,1,Be confident. ,Deepak sir,09:45,585,09:46,586,Neutral,Neutral,Neutral
113,1,1,My brother-in-law started this institute with just one room. ,Deepak sir,09:47,587,09:50,590,Neutral,Neutral,Neutral
114,1,1,And look at it today.,Deepak sir,09:50,590,09:51,591,Neutral,Neutral,Neutral
115,1,1,that's all impressive but will he be able to manage on his own? ,Vaibhav's father,09:51,591,09:54,594,Neutral,Neutral,Neutral
116,1,1,Why not? ,Deepak sir,09:54,594,09:55,595,Neutral,Neutral,Neutral
117,1,1,He scored 90 percent in the boards. ,Deepak sir,09:55,595,09:57,597,Neutral,Neutral,Neutral
118,1,1,That is not a joke.,Deepak sir,09:57,597,09:58,598,Neutral,Neutral,Neutral
119,1,1,The boy is sharp . ,Deepak sir,09:59,599,10:00,600,Neutral,Neutral,Neutral
120,1,1,But I heard IIT has only 5273 seats.So..,Vaibhav's father,10:02,602,10:06,606,Neutral,Neutral,Neutral
121,1,1,"But sir, you only need one.",Deepak sir,10:06,606,10:08,608,Neutral,Neutral,Neutral
122,1,1,Vaibhav. ,Vaibhav's father,10:12,612,10:13,613,Neutral,Neutral,Neutral
123,1,1,Just because he is willing to enroll.. ,Vaibhav's father,10:14,614,10:15,615,Neutral,Neutral,Neutral
124,1,1,..doesn't necessarily mean that you have to accept.,Vaibhav's father,10:15,615,10:17,617,Neutral,Neutral,Neutral
125,1,1,Better stay at home and prepare this year..,Vaibhav's father,10:17,617,10:20,620,Neutral,Neutral,Neutral
126,1,1, ..and aim for Maheshwari in 12th grade.,Vaibhav's father,10:20,620,10:23,623,Neutral,Neutral,Neutral
127,1,1,"Dad, even if I have to take admission in Maheshwari for the 12th grade..",Vaibhav,10:25,625,10:28,628,Neutral,Neutral,Neutral
128,1,1, ..let me study in here only.,Vaibhav,10:29,629,10:31,631,Neutral,Neutral,Neutral
129,1,1,I can't do it at home.,Vaibhav,10:31,631,10:33,633,Neutral,Neutral,Neutral
130,1,1,Enroll him and hand him the material. ,Deepak sir,10:42,642,10:43,643,Neutral,Neutral,Neutral
131,1,1,Which batch?,Coaching assistant,10:43,643,10:44,644,Neutral,Neutral,Neutral
132,1,1, IIT JEE A10.,Deepak sir,10:44,644,10:46,646,Neutral,Neutral,Neutral
133,1,1,A10? ,Vaibhav,10:48,648,10:49,649,Neutral,Surprise,Neutral
134,1,1,How many batches do you have in all? ,Vaibhav's father,10:50,650,10:51,651,Neutral,Neutral,Neutral
135,1,1," Only ten, sir.",Deepak sir,10:51,651,10:52,652,Neutral,Neutral,Neutral
136,1,1,We don't have too many batches.,Deepak sir,10:52,652,10:53,653,Neutral,Neutral,Neutral
137,1,1,Teach less but teach well!! ,Deepak sir,10:53,653,10:55,655,Neutral,Neutral,Neutral
138,1,1,"Dad, Piyush was telling me that lower batches don't get any attention.",Vaibhav,10:58,658,11:02,662,Neutral,Neutral,Neutral
139,1,1,Says who? ,Deepak sir,11:02,662,11:03,663,Neutral,Neutral,Neutral
140,1,1,Do we give attention or not?,Deepak sir,11:03,663,11:04,664,Neutral,Neutral,Neutral
141,1,1," We do, sir.",Coaching assistant,11:04,664,11:05,665,Neutral,Neutral,Neutral
142,1,1, I myself was in A7. ,Coaching assistant,11:05,665,11:06,666,Neutral,Neutral,Neutral
143,1,1,He was in A7.,Deepak sir,11:06,666,11:07,667,Neutral,Neutral,Neutral
144,1,1,"Sir, charge the entire fees if you wish but please ensure a better batch.",Vaibhav's father,11:09,669,11:13,673,Neutral,Neutral,Neutral
145,1,1,"Look, sir. ",Deepak sir,11:14,674,11:15,675,Neutral,Neutral,Neutral
146,1,1,Entire fees for 2 years will be charged anyways.,Deepak sir,11:15,675,11:17,677,Neutral,Neutral,Neutral
147,1,1,..but he will still be in batch A10. ,Deepak sir,11:18,678,11:19,679,Neutral,Neutral,Neutral
148,1,1, It's brother-in-law's policy.,Deepak sir,11:19,679,11:20,680,Neutral,Neutral,Neutral
149,1,1,But this batch won't be permanent. ,Deepak sir,11:21,681,11:22,682,Neutral,Neutral,Neutral
150,1,1,Reshuffling tests will take place after two months.. ,Deepak sir,11:23,683,11:25,685,Neutral,Neutral,Neutral
151,1,1,..and you will do well in it.,Deepak sir,11:25,685,11:27,687,Neutral,Neutral,Neutral
152,1,1,That's it. ,Deepak sir,11:27,687,11:28,688,Neutral,Neutral,Neutral
153,1,1,Batch changed.,Deepak sir,11:28,688,11:29,689,Neutral,Neutral,Neutral
154,1,1,This is your material.   ,Coaching assistant,11:40,700,11:41,701,Neutral,Neutral,Neutral
155,1,1,Uniforms are not in stock.,Coaching assistant,11:41,701,11:43,703,Neutral,Neutral,Neutral
156,1,1,You will get it by day after tomorrow. ,Coaching assistant,11:43,703,11:44,704,Neutral,Neutral,Neutral
157,1,1,And you have a choice of three schools.,Coaching assistant,11:44,704,11:45,705,Neutral,Neutral,Neutral
158,1,1,You can enroll yourself in any.,Coaching assistant,11:45,705,11:47,707,Neutral,Neutral,Neutral
159,1,1,Which of these is a good school? ,Vaibhav's father,11:47,707,11:49,709,Neutral,Neutral,Joy
160,1,1,How does it matter? ,Coaching assistant,11:51,711,11:52,712,not purely Positive,Joy,Surprise
161,1,1,He doesn't have to attend.,Coaching assistant,11:52,712,11:53,713,not purely Positive,Joy,Surprise
162,1,1,We have a tie-up with all three.  ,Coaching assistant,11:53,713,11:54,714,Neutral,Neutral,Neutral
163,1,1,Okay.,Vaibhav,11:56,716,11:57,717,Neutral,Neutral,Neutral
164,1,1,I'll go and put this away. ,Vaibhav,11:57,717,11:58,718,Neutral,Neutral,Neutral
165,1,1,Yes.,Vaibhav's father,11:58,718,11:59,719,Neutral,Neutral,Neutral
166,1,1,Hello.   ,Vaibhav,12:48,768,12:49,769,Neutral,Neutral,Neutral
167,1,1,"Yes, Piyush.",Vaibhav,12:50,770,12:51,771,Neutral,Neutral,Neutral
168,1,1,Yes.,Vaibhav,12:52,772,12:53,773,Neutral,Neutral,Neutral
169,1,1,Finally you found the time to call me.,Vaibhav,12:53,773,12:55,775,Positive,Joy,Neutral
170,1,1,This is Vaibhav.,Vaibhav,12:57,777,12:58,778,Negative,Anger,Neutral
171,1,1,Yes. ,Vaibhav,13:00,780,13:01,781,Neutral,Neutral,Neutral
172,1,1,This is my Kota number. ,Vaibhav,13:01,781,13:02,782,Positive,Joy,Neutral
173,1,1, Save it.,Vaibhav,13:02,782,13:03,783,Positive,Joy,Neutral
174,1,1,Yes.  ,Vaibhav,13:04,784,13:05,785,Positive,Joy,Neutral
175,1,1,Today.,Vaibhav,13:05,785,13:06,786,Positive,Joy,Neutral
176,1,1,"No, not in Maheshwari. ",Vaibhav,13:08,788,13:10,790,Negative,Sadness,Neutral
177,1,1,Prodigy.,Vaibhav,13:10,790,13:11,791,Negative,Sadness,Neutral
178,1,1,Why thank God? ,Vaibhav,13:12,792,13:13,793,Negative,Surprise,Neutral
179,1,1, Are you crazy?,Vaibhav,13:14,794,13:15,795,Negative,Anger,Neutral
180,1,1,It's a good thing they teach so much at Maheshwari.,Vaibhav,13:16,796,13:18,798,Positive,Joy,Neutral
181,1,1,Yes. ,Vaibhav,13:18,798,13:19,799,Positive,Joy,Neutral
182,1,1, The lady who kept me as PG is nice.,Vaibhav,13:20,800,13:22,802,Positive,Joy,Neutral
183,1,1,She is very nice.,Vaibhav,13:22,802,13:23,803,Positive,Joy,Neutral
184,1,1,She told me I'm like her son Bunty.,Vaibhav,13:23,803,13:25,805,Positive,Joy,Neutral
185,1,1,"Oh, never mind that. ",Vaibhav,13:31,811,13:32,812,Neutral,Neutral,Neutral
186,1,1, Let's meet.,Vaibhav,13:32,812,13:33,813,Neutral,Neutral,Neutral
187,1,1,Once studies begin I won't be able to come to Vigyan Nagar.,Vaibhav,13:34,814,13:36,816,Neutral,Neutral,Neutral
188,1,1,Shall I come? ,Vaibhav,13:37,817,13:38,818,Neutral,Neutral,Neutral
189,1,1,"Oh, I see.",Vaibhav,13:39,819,13:41,821,Negative,Sadness,Neutral
190,1,1,Tomorrow then? ,Vaibhav,13:44,824,13:45,825,Neutral,Neutral,Neutral
191,1,1,Ok. Let me know if you don't have extra classes tomorrow. ,Vaibhav,13:47,827,13:49,829,Neutral,Neutral,Neutral
192,1,1,Will meet.,Vaibhav,13:49,829,13:50,830,Neutral,Neutral,Neutral
193,1,1,Hello? ,Vaibhav,13:51,831,13:52,832,Neutral,Surprise,Neutral
194,1,1,Hello?,Vaibhav,13:53,833,13:54,834,Neutral,Surprise,Neutral
195,1,1,May I come in? ,Meena,14:10,850,14:11,851,Neutral,Neutral,Neutral
196,1,1, I am Meena. ,Meena,14:13,853,14:14,854,Neutral,Neutral,Neutral
197,1,1,Prodigy.,Meena,14:14,854,14:15,855,Neutral,Neutral,Neutral
198,1,1,A5.,Meena,14:15,855,14:16,856,Neutral,Neutral,Neutral
199,1,1,You've seen the storeroom downstairs?,Meena,14:17,857,14:18,858,Neutral,Neutral,Neutral
200,1,1, Yes. ,Vaibhav,14:18,858,14:19,859,Neutral,Neutral,Neutral
201,1,1,That's my room. ,Meena,14:19,859,14:20,860,Neutral,Neutral,Neutral
202,1,1,I see. ,Vaibhav,14:20,860,14:21,861,Neutral,Neutral,Neutral
203,1,1,You left the RO turned on downstairs. What..? ,Meena,14:21,861,14:25,865,Neutral,Neutral,Neutral
204,1,1,Yes.  ,Vaibhav,14:25,865,14:26,866,Neutral,Neutral,Neutral
205,1,1,"There was no water, ",Vaibhav,14:26,866,14:28,868,Neutral,Neutral,Neutral
206,1,1,so I guess I left it turned on.,Vaibhav,14:28,868,14:30,870,Neutral,Neutral,Neutral
207,1,1,Sorry.,Vaibhav,14:30,870,14:30,870,Neutral,Neutral,Neutral
208,1,1,Remove the plug after you use it.  ,Meena,14:30,870,14:32,872,Neutral,Neutral,Neutral
209,1,1,Else aunty gets very upset.,Meena,14:32,872,14:34,874,Neutral,Neutral,Neutral
210,1,1,Oh!,Vaibhav,14:34,874,14:35,875,Neutral,Neutral,Neutral
211,1,1,Is aunty very strict? ,Vaibhav,14:36,876,14:37,877,Neutral,Neutral,Neutral
212,1,1,She spoke to me very sweetly this morning.,Vaibhav,14:37,877,14:39,879,Neutral,Neutral,Neutral
213,1,1, She is bound to speak nicely in front of parents.,Meena,14:39,879,14:41,881,Neutral,Neutral,Neutral
214,1,1,She should have the guts to speak nicely once they've left. ,Meena,14:42,882,14:43,883,Neutral,Neutral,Neutral
215,1,1,Right?,Meena,14:43,883,14:44,884,Neutral,Neutral,Neutral
216,1,1,I have a two way socket.,Meena,14:49,889,14:50,890,Neutral,Neutral,Neutral
217,1,1,You can have it. ,Meena,14:50,890,14:51,891,Neutral,Neutral,Neutral
218,1,1, Socket.Why?  ,Vaibhav,14:51,891,14:52,892,Neutral,Surprise,Neutral
219,1,1,When your roommate comes he will fight every night..,Meena,14:52,892,14:54,894,Neutral,Neutral,Neutral
220,1,1,..for phone charging.,Meena,14:54,894,14:56,896,Neutral,Neutral,Neutral
221,1,1,There is only one plug. ,Meena,14:56,896,14:57,897,Neutral,Neutral,Neutral
222,1,1,"No, I will stay here by myself. ",Vaibhav,14:57,897,14:58,898,Neutral,Neutral,Surprise
223,1,1, All alone?,Meena,14:58,898,14:59,899,Neutral,Surprise,Neutral
224,1,1,Ya. ,Vaibhav,14:59,899,15:00,900,Neutral,Neutral,Neutral
225,1,1,The rent will be quite a bit.,Meena,15:01,901,15:03,903,Negative,Surprise,Neutral
226,1,1,Why didn't you go to Maheshwari if you have the resources? ,Meena,15:04,904,15:07,907,Neutral,Surprise,Neutral
227,1,1,It is not so easy to get admission in Maheshwari.,Vaibhav,15:08,908,15:11,911,Neutral,Neutral,Surprise
228,1,1,Isn't it?  ,Meena,15:11,911,15:12,912,Neutral,Surprise,Neutral
229,1,1,I got admitted. ,Meena,15:12,912,15:13,913,Neutral,Neutral,Surprise
230,1,1,In Maheshwari? ,Vaibhav,15:15,915,15:16,916,Neutral,Surprise,Neutral
231,1,1,Yes.,Meena,15:16,916,15:17,917,Neutral,Neutral,Surprise
232,1,1,Then why..,Vaibhav,15:18,918,15:19,919,Neutral,Neutral,Neutral
233,1,1, The fee here is far lower and also they teach in Hindi. ,Meena,15:19,919,15:21,921,Positive,Joy,Neutral
234,1,1,"Also, Jeetu Bhaiya is here.",Meena,15:21,921,15:23,923,Positive,Joy,Neutral
235,1,1,Jeetu Bhaiya?,Vaibhav,15:23,923,15:24,924,Neutral,Surprise,Surprise
236,1,1, How come you don't know Jeetu Bhaiya? ,Meena,15:24,924,15:26,926,Positive,Surprise,Neutral
237,1,1,By which route did you come?,Meena,15:26,926,15:27,927,Positive,Surprise,Neutral
238,1,1, His hoardings are all over the place,Meena,15:27,927,15:29,929,Positive,Joy,Neutral
239,1,1,He is the best teacher of physics in Kota..,Meena,15:29,929,15:31,931,Positive,Joy,Neutral
240,1,1, ..and number three at Unacademy. ,Meena,15:31,931,15:33,933,Positive,Joy,Neutral
241,1,1,Unacademy?,Vaibhav,15:33,933,15:35,935,Neutral,Surprise,Neutral
242,1,1,It is India's biggest education ape. ,Meena,15:35,935,15:37,937,Neutral,Neutral,Surprise
243,1,1,Ape? ,Vaibhav,15:38,938,15:39,939,Neutral,Surprise,Surprise
244,1,1,You don't know ape? ,Meena,15:39,939,15:41,941,Negative,Disgust,Neutral
245,1,1,Then how will you make it through to IIT?,Meena,15:41,941,15:43,943,Negative,Disgust,Neutral
246,1,1,You know the tiny boxes in mobiles.  ,Meena,15:44,944,15:46,946,Neutral,Neutral,Neutral
247,1,1,If you send something.. ,Meena,15:46,946,15:47,947,Neutral,Neutral,Neutral
248,1,1,Oh!App. ,Vaibhav,15:47,947,15:48,948,Positive,Joy,Neutral
249,1,1,Yes. Ape. ,Meena,15:48,948,15:50,950,Positive,Joy,Neutral
250,1,1,Jeetu Bhaiya has uploaded the entire syllabus of JEE on it.,Meena,15:50,950,15:52,952,Positive,Joy,Neutral
251,1,1,You can study anytime you wish. ,Meena,15:52,952,15:53,953,Positive,Joy,Neutral
252,1,1,Even teachers learn from it. ,Meena,15:53,953,15:54,954,Positive,Joy,Neutral
253,1,1,"Frankly, just that Jeetu Bhaiya isn't contesting the elections..",Meena,15:54,954,15:58,958,Positive,Joy,Neutral
254,1,1,..else he would have been the best candidate.  ,Meena,15:58,958,16:00,960,Positive,Joy,Neutral
255,1,1,So you are Jeetu Bhaiya's fan?,Vaibhav,16:01,961,16:02,962,Positive,Joy,Neutral
256,1,1, Absolutely.,Meena,16:02,962,16:03,963,Positive,Joy,Neutral
257,1,1,That man is deserving of fans,Meena,16:03,963,16:05,965,Positive,Joy,Neutral
258,1,1,He solves papers on International physics to the clock.,Meena,16:12,972,16:16,976,Positive,Joy,Neutral
259,1,1,All the best physics teachers in India.. ,Meena,16:20,980,16:23,983,Positive,Joy,Neutral
260,1,1,..send their problem books to him to review.,Meena,16:23,983,16:25,985,Positive,Joy,Neutral
261,1,1,His salary is more than 10 to the power of 7.,Meena,16:38,998,16:41,1001,Positive,Joy,Neutral
262,1,1,"Yet he is cheerful, ",Meena,16:48,1008,16:50,1010,Positive,Joy,Neutral
263,1,1,affable ,Meena,16:51,1011,16:52,1012,Positive,Joy,Neutral
264,1,1,and light-hearted.,Meena,16:54,1014,16:56,1016,Positive,Joy,Neutral
265,1,1,Just a minute.Just a minute. ,Meena,17:00,1020,17:01,1021,Neutral,Surprise,Neutral
266,1,1,Water did not come out of the RO. ,Meena,17:02,1022,17:03,1023,Neutral,Surprise,Neutral
267,1,1,Then how did you drink?,Meena,17:03,1023,17:05,1025,Neutral,Surprise,Neutral
268,1,1,This is Uday's room. ,Meena,17:10,1030,17:12,1032,Neutral,Neutral,Neutral
