S.No,Season,Episode,Utterance,Speaker,Start time,start_seconds,End time,end_seconds,Sentiment,Emotion presented,Emotion perceived
23,1,3, Come. Come. Come.,Vaibhav,00:47,47,00:49,49,Neutral,Neutral,Neutral
24,1,3,You have to do something. It took you 15 minutes.,Vaibhav,00:52,52,00:54,54,Neutral,Neutral,Neutral
25,1,3,One should take time but do it perfectly. ,Meena,00:54,54,00:55,55,Neutral,Neutral,Neutral
26,1,3, Vaibhav Pandey! ,Landlady,00:55,55,00:56,56,Negative,Anger,Neutral
27,1,3,"Yes, aunty.",Vaibhav,00:57,57,00:58,58,Neutral,Neutral,Anger
28,1,3,Vaibhav Pandey.,Landlady,00:58,58,00:59,59,Negative,Anger,Neutral
29,1,3," Yes, aunty. ",Vaibhav,00:59,59,01:00,60,Neutral,Neutral,Neutral
30,1,3,Your fan was left on yesterday. ,Landlady,01:00,60,01:02,62,Negative,Anger,Neutral
31,1,3," No, aunty.The fan was off.",Vaibhav,01:03,63,01:04,64,Neutral,Neutral,Anger
32,1,3,It was on!   ,Landlady,01:04,64,01:06,66,Negative,Anger,Neutral
33,1,3, Maybe it was left on.,Meena,01:06,66,01:08,68,Neutral,Neutral,Neutral
34,1,3,"Aunty, the fan was off.",Vaibhav,01:08,68,01:09,69,Neutral,Neutral,Anger
35,1,3,Don't tell lies.,Landlady,01:09,69,01:10,70,Negative,Anger,Neutral
36,1,3,I could hear the fan on full speed all the way up.,Landlady,01:10,70,01:13,73,Negative,Anger,Anger
37,1,3," Aunty, ",Vaibhav,01:13,73,01:14,74,Negative,Anger,Neutral
38,1,3, Yes.,Landlady,01:14,74,01:14,74,Neutral,Neutral,Anger
39,1,3,when the sound of our fan can't be heard our room.,Vaibhav,01:14,74,01:16,76,Negative,Anger,Neutral
40,1,3,How can the sound of our fan be heard in your room? ,Vaibhav,01:17,77,01:19,79,Negative,Anger,Fear
41,1,3,Don't apply your physics in this matter..,Landlady,01:20,80,01:22,82,Negative,Fear,Neutral
42,1,3,..because if the fan is left on again.. ,Landlady,01:22,82,01:24,84,Negative,Anger,Neutral
43,1,3,..I shall apply my math and increase 200 rupees in the rent next month.,Landlady,01:24,84,01:29,89,Negative,Anger,Anger
44,1,3,Bunty! ,Landlady,01:29,89,01:30,90,Negative,Anger,Neutral
45,1,3,Aunty. List.. ,Vaibhav,01:30,90,01:31,91,Negative,Anger,Neutral
46,1,3,Let's go. Let's go. Let's go. ,Meena,01:31,91,01:32,92,Neutral,Neutral,Neutral
47,1,3,Old hag! ,Vaibhav,01:32,92,01:33,93,Negative,Anger,Neutral
48,1,3,She is demanding money whilst brushing her teeth.,Vaibhav,01:33,93,01:35,95,Negative,Anger,Neutral
49,1,3,So give her the money. ,Meena,01:35,95,01:37,97,Neutral,Neutral,Neutral
50,1,3, It's not about the money.,Vaibhav,01:37,97,01:38,98,Negative,Anger,Neutral
51,1,3,Lalita Pawar!,Vaibhav,01:39,99,01:40,100,Negative,Anger,Neutral
52,1,3,In dad's presence she was acting like Nirupa Roy.,Vaibhav,01:41,101,01:43,103,Negative,Anger,Neutral
53,1,3, He is like my Bunty.,Vaibhav,01:43,103,01:45,105,Negative,Anger,Neutral
54,1,3, I like.. Damn!,Vaibhav,01:45,105,01:46,106,Negative,Anger,Neutral
55,1,3,Even if I have to sleep with the fan off..,Vaibhav,01:47,107,01:48,108,Negative,Anger,Neutral
56,1,3,..I won't give her an excuse to increase the rent.,Vaibhav,01:49,109,01:51,111,Negative,Anger,Neutral
57,1,3,  Okay. ,Meena,01:51,111,01:52,112,Neutral,Neutral,Neutral
58,1,3,You can think about Tarka later.,Meena,01:52,112,01:54,114,Neutral,Neutral,Neutral
59,1,3,Let's sit in the first bench now and show them.,Meena,01:54,114,01:56,116,Positive,Joy,Joy
60,1,3,Only ten minutes left in class.,Batla sir,02:03,123,02:05,125,Neutral,Neutral,Neutral
61,1,3, Everybody pay attention. ,Batla sir,02:05,125,02:07,127,Neutral,Neutral,Neutral
62,1,3,This is a very important exception.,Batla sir,02:07,127,02:09,129,Neutral,Neutral,Neutral
63,1,3,It was asked in JEE 2005. ,Batla sir,02:10,130,02:12,132,Neutral,Neutral,Neutral
64,1,3,Silver Iodide is an ionic compound,Batla sir,02:14,134,02:16,136,Neutral,Neutral,Neutral
65,1,3, still it's not soluble in water.,,02:17,137,02:19,139,Neutral,Neutral,Neutral
66,1,3,Why? ,Batla sir,02:19,139,02:20,140,Neutral,Neutral,Neutral
67,1,3,Because Fajan's rule applies here. ,Batla sir,02:20,140,02:22,142,Neutral,Neutral,Neutral
68,1,3,What was it?,Batla sir,02:23,143,02:24,144,Neutral,Neutral,Neutral
69,1,3, No ionic compound is completely ionic..,Meenal,02:25,145,02:27,147,Neutral,Neutral,Neutral
70,1,3,..and no covalent compound is completely covalent. ,Meena,02:27,147,02:29,149,Neutral,Neutral,Neutral
71,1,3, Very good! ,Batla sir,02:29,149,02:30,150,Positive,Joy,Joy
72,1,3,"Right, Meenal.",Batla sir,02:30,150,02:31,151,Positive,Joy,Joy
73,1,3,You see..,Batla sir,02:31,151,02:32,152,Positive,Joy,Joy
74,1,3,Just like that your rank just rose by 500 and you move from Computer Science in IIT BHU to Metallurgy IIT Bombay.,Batla sir,02:33,153,02:39,159,Positive,Joy,Joy
75,1,3,"Look, its Inorganic that improves rank. ",Batla sir,02:39,159,02:43,163,Neutral,Neutral,Neutral
76,1,3,"What was your rank, sir?",Random,02:44,164,02:45,165,Neutral,Neutral,Fear
77,1,3,What? DPP. ,Batla sir,02:46,166,02:47,167,Negative,Fear,Neutral
78,1,3,"Yes, yes. ",Batla sir,02:47,167,02:48,168,Negative,Fear,Neutral
79,1,3,Let's do DPP.,Batla sir,02:48,168,02:49,169,Negative,Fear,Neutral
80,1,3, All of you bring it out.,Batla sir,02:49,169,02:50,170,Neutral,Neutral,Neutral
81,1,3,Come on.,Coaching owner,02:50,170,02:51,171,Neutral,Neutral,Neutral
82,1,3,Get this repaired.,Coaching owner,02:53,173,02:54,174,Negative,Anger,Neutral
83,1,3, This is most important. ,Coaching owner,02:55,175,02:56,176,Neutral,Neutral,Neutral
84,1,3," Yes, sir. ",Coaching owner,02:56,176,02:57,177,Neutral,Neutral,Neutral
85,1,3,Please continue.,Coaching owner,02:57,177,02:58,178,Neutral,Neutral,Neutral
86,1,3,These are the faculty feedback forms. ,Coaching owner,03:01,181,03:03,183,Neutral,Neutral,Neutral
87,1,3,Fill if you care to and return them in two days. ,Coaching owner,03:03,183,03:05,185,Neutral,Neutral,Neutral
88,1,3,And only five days remain towards the third installment.,Coaching owner,03:05,185,03:08,188,Neutral,Neutral,Neutral
89,1,3,And the next lecture will also be given by Batla..,Coaching owner,03:09,189,03:11,191,Negative,Negative,Surprise
90,1,3,.. sir. ,Coaching owner,03:11,191,03:12,192,Negative,Fear,Neutral
91,1,3,As you might be knowing Bansal sir has gone to Romania for the Math Olympiad.,Coaching owner,03:14,194,03:16,196,Neutral,Neutral,Surprise
92,1,3,Abroad? ,Batla sir,03:16,196,03:17,197,Neutral,Surprise,Neutral
93,1,3, Yes.,Coaching owner,03:17,197,03:18,198,Neutral,Neutral,Neutral
94,1,3,And you. Get a haircut. ,Coaching owner,03:21,201,03:22,202,Negative,Anger,Neutral
95,1,3,Where are you loitering? ,Coaching owner,03:23,203,03:24,204,Negative,Anger,Neutral
96,1,3," Yes.So, let's do the DPP. ",Batla sir,03:28,208,03:30,210,Neutral,Neutral,Neutral
97,1,3," Yes, sir!",Batla sir,03:30,210,03:31,211,Positive,Joy,Neutral
98,1,3,Good!  ,Batla sir,03:34,214,03:35,215,Positive,Joy,Joy
99,1,3,I like excited state.,Batla sir,03:35,215,03:37,217,Positive,Joy,Joy
100,1,3,Good! ,Batla sir,03:37,217,03:38,218,Positive,Joy,Joy
101,1,3,Yes.,Batla sir,03:39,219,03:40,220,Neutral,Neutral,Neutral
102,1,3,"So, ",Batla sir,03:40,220,03:41,221,Neutral,Neutral,Neutral
103,1,3,the first answer is,,03:42,222,03:43,223,Neutral,Neutral,Neutral
104,1,3, A.,,03:44,224,03:45,225,Neutral,Neutral,Surprise
105,1,3,The second answer is ,Batla sir,03:51,231,03:52,232,Neutral,Neutral,Surprise
106,1,3,C.,,03:52,232,03:53,233,Neutral,Neutral,Surprise
107,1,3,The third answer is ,Batla sir,03:58,238,03:59,239,Neutral,Neutral,Surprise
108,1,3,D.,,04:02,242,04:03,243,Neutral,Neutral,Surprise
109,1,3,The fourth answer is,Batla sir,04:06,246,04:07,247,Neutral,Neutral,Surprise
110,1,3,B.,Batla sir,04:13,253,04:14,254,Neutral,Neutral,Surprise
111,1,3,The sixth answer is ,Batla sir,04:18,258,04:19,259,Neutral,Neutral,Surprise
112,1,3,C.,,04:20,260,04:21,261,Neutral,Neutral,Surprise
113,1,3, B.,Batla sir,04:23,263,04:24,264,Neutral,Neutral,Surprise
114,1,3,C.,Batla sir,04:25,265,04:26,266,Neutral,Neutral,Surprise
115,1,3,Now write your marks on the DPP.,Batla sir,04:39,279,04:42,282,Neutral,Neutral,Neutral
116,1,3,And keep them away for revision. ,Batla sir,04:43,283,04:45,285,Neutral,Neutral,Neutral
117,1,3,"And what about the 15th, sir. ",Meenal,04:46,286,04:47,287,Neutral,Neutral,Neutral
118,1,3,That is a chocolate problem.,Batla sir,04:48,288,04:50,290,Neutral,Neutral,Neutral
119,1,3,I included that exclusively for the A1 batch.  ,Batla sir,04:50,290,04:51,291,Neutral,Neutral,Neutral
120,1,3,You skip it.,Batla sir,04:51,291,04:52,292,Neutral,Neutral,Neutral
121,1,3," Okay, sir.",Meenal,04:52,292,04:53,293,Neutral,Neutral,Neutral
122,1,3,Sir! Sir!,Vaibhav,04:53,293,04:54,294,Neutral,Neutral,Neutral
123,1,3,"Sir, how can the answer to the 14th question be C?  ",Vaibhav,04:55,295,04:57,297,Neutral,Neutral,Neutral
124,1,3,"Sir, this cannot become a compound.",Vaibhav,04:58,298,04:59,299,Neutral,Neutral,Neutral
125,1,3,The octet rule will break here.,Vaibhav,04:59,299,05:01,301,Neutral,Neutral,Neutral
126,1,3,Yes.You are absolutely correct.,Batla sir,05:01,301,05:02,302,Neutral,Neutral,Surprise
127,1,3,So?,Vaibhav,05:05,305,05:06,306,Neutral,Surprise,Neutral
128,1,3,"This is an exception, son.",Batla sir,05:07,307,05:09,309,Neutral,Neutral,Surprise
129,1,3,Exception?,Vaibhav,05:09,309,05:10,310,Neutral,Surprise,Neutral
130,1,3," But, sir, rules cannot break in science.",Vaibhav,05:11,311,05:13,313,Neutral,Neutral,Neutral
131,1,3,Who told you that? ,Batla sir,05:14,314,05:15,315,Neutral,Neutral,Neutral
132,1,3,Exception is the rule of chemistry.,Batla sir,05:17,317,05:20,320,Neutral,Neutral,Neutral
133,1,3,Got it?,Batla sir,05:20,320,05:21,321,Neutral,Neutral,Neutral
134,1,3,Come on. ,Batla sir,05:22,322,05:23,323,Neutral,Neutral,Neutral
135,1,3,Let's start salt analysis. ,Batla sir,05:23,323,05:24,324,Neutral,Neutral,Neutral
136,1,3, Sit down. Sit down. ,Batla sir,05:24,324,05:25,325,Neutral,Neutral,Neutral
137,1,3,Sit down.,Batla sir,05:25,325,05:26,326,Neutral,Neutral,Neutral
138,1,3,"Okay, ",Batla sir,05:27,327,05:28,328,Neutral,Neutral,Neutral
139,1,3, so. ,Batla sir,05:28,328,05:29,329,Neutral,Neutral,Neutral
140,1,3,Pay attention. ,Batla sir,05:29,329,05:30,330,Neutral,Neutral,Neutral
141,1,3,Everybody listen.,Batla sir,05:30,330,05:31,331,Neutral,Neutral,Neutral
142,1,3,It's very important. ,Batla sir,05:31,331,05:32,332,Neutral,Neutral,Neutral
143,1,3,Why are you laughing? ,Vaibhav,05:32,332,05:33,333,Negative,Anger,Neutral
144,1,3,You got three answers correct.,Vaibhav,05:33,333,05:35,335,Negative,Anger,Neutral
145,1,3,You got two.,Meena,05:35,335,05:36,336,Neutral,Neutral,Anger
146,1,3, Puffs.,Meenal,05:37,337,05:39,339,Neutral,Neutral,Anger
147,1,3,"We took this very lightly, bro.  ",Vaibhav,05:43,343,05:45,345,Negative,Sadness,Neutral
148,1,3,Thought it's a piece of cake .,Vaibhav,05:47,347,05:48,348,Negative,Sadness,Neutral
149,1,3, It isn't. ,Vaibhav,05:48,348,05:49,349,Negative,Sadness,Neutral
150,1,3,"Yes, bro.",Meena,05:49,349,05:50,350,Neutral,Neutral,Sadness
151,1,3,It's certainly not a piece of cake.,Meena,05:50,350,05:51,351,Neutral,Neutral,Sadness
152,1,3,"It is extremely spicy today, bro. ",Meena,05:52,352,05:54,354,Neutral,Neutral,Neutral
153,1,3,Water.,Meena,05:54,354,05:55,355,Neutral,Neutral,Neutral
154,1,3,Water.,Meena,05:57,357,05:58,358,Neutral,Neutral,Neutral
155,1,3, Brother.,Meena,05:58,358,05:59,359,Neutral,Neutral,Neutral
156,1,3, Water. ,Meena,05:59,359,06:00,360,Neutral,Neutral,Neutral
157,1,3,Here. ,Kid,06:00,360,06:01,361,Neutral,Neutral,Neutral
158,1,3,Have this.,Kid,06:01,361,06:02,362,Neutral,Neutral,Neutral
159,1,3,Hold this.,Meena,06:03,363,06:04,364,Neutral,Neutral,Neutral
160,1,3,Easy. Easy.  ,Vaibhav,06:14,374,06:15,375,Neutral,Neutral,Neutral
161,1,3, Okay?,Vaibhav,06:15,375,06:16,376,Neutral,Neutral,Neutral
162,1,3,May I have it all?,Meena,06:17,377,06:18,378,Neutral,Neutral,Neutral
163,1,3,You may.,Kid,06:18,378,06:19,379,Neutral,Neutral,Neutral
164,1,3,Just give me the wrapper.,Kid,06:19,379,06:21,381,Neutral,Neutral,Neutral
165,1,3, Thank you. ,Vaibhav,06:21,381,06:22,382,Neutral,Neutral,Neutral
166,1,3,Wrapper?,Meena,06:22,382,06:23,383,Neutral,Surprise,Neutral
167,1,3,He must be eco-friendly.,Meena,06:25,385,06:26,386,Neutral,Neutral,Neutral
168,1,3, Very promising.,Meena,06:27,387,06:28,388,Neutral,Neutral,Neutral
169,1,3,"No, no.",Kid,06:28,388,06:29,389,Neutral,Neutral,Neutral
170,1,3, These are not wrappers. ,Kid,06:30,390,06:31,391,Neutral,Neutral,Neutral
171,1,3, They are my trophies.,Kid,06:31,391,06:32,392,Neutral,Neutral,Neutral
172,1,3,My fourth chocolate problem.,Kid,06:32,392,06:34,394,Neutral,Neutral,Surprise
173,1,3,You can solve the chocolate problem?,Vaibhav,06:40,400,06:42,402,Neutral,Surprise,Neutral
174,1,3," You are in A6, aren't you? ",Vaibhav,06:43,403,06:44,404,Neutral,Neutral,Neutral
175,1,3, So?,Kid,06:44,404,06:44,404,Neutral,Neutral,Neutral
176,1,3,Not just me. ,Kid,06:45,405,06:46,406,Neutral,Neutral,Neutral
177,1,3,Five others have also done it. ,Kid,06:46,406,06:47,407,Neutral,Neutral,Surprise
178,1,3, What are you saying?,Vaibhav,06:47,407,06:48,408,Neutral,Surprise,Neutral
179,1,3,"Exactly, don't do it. ",Meena,06:48,408,06:49,409,Neutral,Neutral,Neutral
180,1,3,It is only for the A1 batch.,Meena,06:49,409,06:50,410,Neutral,Neutral,Anger
181,1,3,Give me the wrapper.,Kid,06:51,411,06:53,413,Negative,Anger,Neutral
182,1,3,Bro. ,Vaibhav,06:56,416,06:57,417,Neutral,Neutral,Neutral
183,1,3," So,",Vaibhav,06:59,419,07:00,420,Neutral,Neutral,Neutral
184,1,3, how much..,Vaibhav,07:00,420,07:01,421,Neutral,Neutral,Neutral
185,1,3,Not that it matters to me.,Vaibhav,07:01,421,07:02,422,Neutral,Neutral,Neutral
186,1,3,How much do you score in Inorganic DPP? ,Vaibhav,07:04,424,07:06,426,Neutral,Neutral,Neutral
187,1,3,In inorganic?,Kid,07:07,427,07:08,428,Neutral,Neutral,Neutral
188,1,3,About 12 or 13. ,Kid,07:09,429,07:10,430,Neutral,Neutral,Surprise
189,1,3,You?,Kid,07:12,432,07:13,433,Neutral,Neutral,Fear
190,1,3,13 or 14 types.,Vaibhav,07:16,436,07:18,438,Negative,Fear,Neutral
191,1,3, Yes. ,Meena,07:20,440,07:21,441,Neutral,Neutral(Sarcastic),Neutral
192,1,3,13 or 14.,Kid,07:21,441,07:22,442,Neutral,Neutral(Sarcastic),Neutral
193,1,3,Very promising! ,Kid,07:23,443,07:24,444,Neutral,Neutral(Sarcastic),Neutral
194,1,3,Very promising!,Kid,07:24,444,07:25,445,Neutral,Neutral(Sarcastic),Neutral
195,1,3,These people can solve the chocolate problem. ,Vaibhav,07:36,456,07:38,458,Negative,Anger,Surprise
196,1,3,What is different in their A6 from our A5?,Vaibhav,07:39,459,07:41,461,Negative,Anger,Neutral
197,1,3,The color of the walls.,Meena,07:42,462,07:43,463,Neutral,Neutral,Neutral
198,1,3,The width of the benches. ,Meena,07:44,464,07:45,465,Neutral,Neutral,Neutral
199,1,3, The number of fans.,Meena,07:46,466,07:47,467,Neutral,Neutral,Neutral
200,1,3,"Also, ",Meena,07:48,468,07:49,469,Neutral,Neutral,Neutral
201,1,3,the faculty.,Meena,07:49,469,07:50,470,Neutral,Neutral,Neutral
202,1,3, Why?,Meena,07:51,471,07:52,472,Neutral,Neutral,Neutral
203,1,3,Come.I'll tell you.,Vaibhav,07:59,479,08:00,480,Neutral,Neutral,Neutral
204,1,3,Come. Come. Come.,Vaibhav,08:00,480,08:01,481,Neutral,Neutral,Neutral
205,1,3,What are you doing?  ,Vaibhav,08:23,503,08:24,504,Negative,Anger,Neutral
206,1,3, Are you insane? ,Vaibhav,08:25,505,08:26,506,Negative,Anger,Neutral
207,1,3,Give him zero.Zero.,Vaibhav,08:26,506,08:27,507,Negative,Anger,Neutral
208,1,3,If Batla's teaching isn't up to the mark..,Vaibhav,08:28,508,08:30,510,Negative,Anger,Neutral
209,1,3,..what will we give him in the feedback form?,Vaibhav,08:30,510,08:31,511,Negative,Anger,Neutral
210,1,3," We will give him a zero, won't we? ",Vaibhav,08:31,511,08:32,512,Negative,Anger,Neutral
211,1,3,"Awarding bad marks and humiliating thereafter suits teachers, not students.",Meena,08:32,512,08:37,517,Neutral,Neutral,Anger
212,1,3,That too from A5.,Meena,08:37,517,08:38,518,Neutral,Neutral,Anger
213,1,3, You dork! ,Vaibhav,08:38,518,08:39,519,Negative,Anger,Neutral
214,1,3,If we don't give bad feedback....he only will continue to teach.,Vaibhav,08:40,520,08:42,522,Negative,Anger,Neutral
215,1,3,Then how will you learn inorganic? ,Vaibhav,08:42,522,08:44,524,Negative,Anger,Neutral
216,1,3,Teachers are equal to parents.,Meena,08:44,524,08:45,525,Neutral,Neutral(Sarcastic),Neutral
217,1,3, Then you should give them feedback too.,Meena,08:45,525,08:47,527,Neutral,Neutral(Sarcastic),Neutral
218,1,3," Dad, you are not up to the mark as a father.",Meena,08:47,527,08:50,530,Neutral,Neutral(Sarcastic),Neutral
219,1,3,Hereafter uncle will sleep in your bedroom.,Meena,08:50,530,08:52,532,Neutral,Neutral(Sarcastic),Neutral
220,1,3,That doesn't make sense.,Meena,08:52,532,08:54,534,Neutral,Neutral(Sarcastic),Neutral
221,1,3,  Cool down.,Meena,08:54,534,08:55,535,Neutral,Neutral,Neutral
222,1,3,Go and switch on the fan. ,Meena,08:55,535,08:56,536,Neutral,Neutral,Neutral
223,1,3,The fan won't be switched on today. ,Vaibhav,08:57,537,08:58,538,Neutral,Neutral,Neutral
224,1,3,But I am feeling a little hot.,Meena,09:00,540,09:02,542,Neutral,Neutral,Neutral
225,1,3,Fill the form first.,Vaibhav,09:03,543,09:04,544,Neutral,Neutral,Neutral
226,1,3, Then the fan will be switched on.,Vaibhav,09:04,544,09:05,545,Neutral,Neutral,Neutral
227,1,3,I am going to drink water. ,Meena,09:18,558,09:20,560,Neutral,Neutral,Neutral
228,1,3,Meena!,Vaibhav,09:22,562,09:23,563,Neutral,Neutral,Neutral
229,1,3,There was this 'Dwapar' era..,Meena,09:25,565,09:26,566,Neutral,Neutral,Neutral
230,1,3, ..when Gurus like Dronacharya used to be respected.,Meena,09:26,566,09:29,569,Neutral,Neutral,Neutral
231,1,3,And here is this era..,Meena,09:30,570,09:31,571,Neutral,Neutral,Neutral
232,1,3,Hey! ,Vaibhav,09:31,571,09:32,572,Neutral,Neutral,Neutral
233,1,3,Even Arjun fought Dronacharya. ,Vaibhav,09:32,572,09:34,574,Neutral,Neutral,Neutral
234,1,3, Even your Ramayana is weak..,Vaibhav,09:34,574,09:36,576,Neutral,Neutral,Neutral
235,1,3,..where as Dronacharya sir was like the best teacher ever.  ,Vaibhav,09:36,576,09:39,579,Neutral,Neutral,Neutral
236,1,3,Bestest teacher ever!,Vaibhav,09:39,579,09:40,580,Neutral,Neutral,Neutral
237,1,3,And yet he fought with him.,Vaibhav,09:40,580,09:41,581,Neutral,Neutral,Neutral
238,1,3,Why?,Vaibhav,09:41,581,09:42,582,Neutral,Neutral,Neutral
239,1,3,For seizure of a plot.,Vaibhav,09:42,582,09:44,584,Neutral,Neutral,Neutral
240,1,3," And you, Meena,",Vaibhav,09:44,584,09:45,585,Neutral,Neutral,Neutral
241,1,3, can't even fill a single feedback form against Batla for JEE.,Vaibhav,09:46,586,09:48,588,Neutral,Neutral,Neutral
242,1,3,"If it were me, I'd have leapt from here. ",Vaibhav,09:49,589,09:51,591,Neutral,Neutral,Neutral
243,1,3,Go ahead.Give him bad marks.,Meena,09:51,591,09:52,592,Neutral,Neutral,Neutral
244,1,3, I won't do it.,Meena,09:52,592,09:53,593,Neutral,Neutral,Neutral
245,1,3, Okay.,Vaibhav,09:53,593,09:54,594,Neutral,Neutral,Neutral
246,1,3,Okay.Fine. Fine.,Vaibhav,09:54,594,09:55,595,Neutral,Neutral,Neutral
247,1,3,You'll also rot in some private engineering college like that Batla of yours.,Vaibhav,09:57,597,10:00,600,Neutral,Neutral,Neutral
248,1,3,Bloody non-IITians.,Vaibhav,10:00,600,10:02,602,Neutral,Neutral,Anger
249,1,3,Hey! ,Landlady,10:06,606,10:07,607,Negative,Anger,Neutral
250,1,3,What's going on?,Landlady,10:08,608,10:09,609,Negative,Anger,Fear
251,1,3,"Nothing, aunty.",Vaibhav,10:09,609,10:10,610,Negative,Fear,Anger
252,1,3,  I felt a spray of water.,Vaibhav,10:10,610,10:11,611,Negative,Fear,Anger
253,1,3,You are playing holi with drinking water? ,Landlady,10:11,611,10:13,613,Negative,Anger,Neutral
254,1,3," You are right, aunt. ",Meena,10:13,613,10:15,615,Neutral,Neutral,Neutral
255,1,3,"No, aunty. We were simply.",Vaibhav,10:15,615,10:16,616,Neutral,Neutral,Anger
256,1,3,300 rupees will be increased. ,Landlady,10:17,617,10:18,618,Negative,Anger,Neutral
257,1,3, Aunty. Aunty. ,Vaibhav,10:18,618,10:19,619,Neutral,Neutral,Neutral
258,1,3,Bunty! ,Landlady,10:19,619,10:20,620,Neutral,Neutral,Neutral
259,1,3,"Aunty, listen to me.",Vaibhav,10:19,619,10:20,620,Neutral,Neutral,Neutral
260,1,3,Aunty!,Vaibhav,10:20,620,10:21,621,Neutral,Neutral,Neutral
261,1,3,I am just like your Bunty. ,Vaibhav,10:21,621,10:23,623,Neutral,Neutral,Neutral
262,1,3,Mummy!,Vaibhav,10:24,624,10:25,625,Neutral,Neutral,Neutral
263,1,3,I will fill water from the neighboring institute. ,Vaibhav,10:28,628,10:29,629,Negative,Anger,Neutral
264,1,3, But will not pay this witch!,Vaibhav,10:29,629,10:31,631,Negative,Anger,Neutral
265,1,3,Bloody grouch.,Vaibhav,10:32,632,10:33,633,Negative,Anger,Neutral
266,1,3,Take this.     ,Meena,10:33,633,10:34,634,Neutral,Neutral,Neutral
267,1,3,I've signed it.,Meena,10:34,634,10:35,635,Neutral,Neutral,Neutral
268,1,3,Fill what you want in it.,Meena,10:35,635,10:36,636,Neutral,Neutral,Neutral
269,1,3,Son of a witch!,Meena,10:37,637,10:38,638,Neutral,Neutral,Neutral
270,1,3," Sorry, pal.",Vaibhav,10:38,638,10:39,639,Neutral,Neutral,Neutral
271,1,3,"It's okay, bro.",Meena,10:39,639,10:40,640,Neutral,Neutral,Neutral
272,1,3,Only a cloud understands the thirst of the Earth.',Meena,10:40,640,10:43,643,Neutral,Neutral,Surprise
273,1,3,"Hey, Kumar Vishwas! ",Vaibhav,10:44,644,10:45,645,Neutral,Surprise,Neutral
274,1,3, Come. ,Vaibhav,10:45,645,10:46,646,Neutral,Neutral,Neutral
275,1,3, Where?,Meena,10:46,646,10:47,647,Neutral,Neutral,Neutral
276,1,3,Come along. ,Vaibhav,10:47,647,10:48,648,Neutral,Neutral,Neutral
277,1,3,We have given it..,Vaibhav,10:51,651,10:52,652,Neutral,Neutral,Neutral
278,1,3,..but Batla will only be removed when everyone gives bad feedback.,Vaibhav,10:52,652,10:57,657,Neutral,Neutral,Neutral
279,1,3,"Take this, bro.  ",Student I,11:15,675,11:16,676,Neutral,Neutral,Neutral
280,1,3,I filled the form.,Student I,11:16,676,11:17,677,Neutral,Neutral,Neutral
281,1,3,Remove that scoundrel Chauhan! ,Student I,11:17,677,11:19,679,Neutral,Neutral,Neutral
282,1,3, The faculty's name is Batla.,Vaibhav,11:19,679,11:20,680,Neutral,Surprise,Neutral
283,1,3,"Chauhan sir teaches in A2, not in A5.",Vaibhav,11:20,680,11:22,682,Neutral,Neutral,Surprise
284,1,3,Oh crap!,Student I,11:22,682,11:23,683,Negative,Surprise,Neutral
